timestamp,cpu_load,memory_usage,disk_activity,failure_indicator,failure_type
2024-01-01 00:00:00,0.2879467508124462,0.6979743305374859,0.2663168522248872,0,
2024-01-01 00:01:00,0.5260528189631157,0.3371741349161561,0.4073764372644351,0,
2024-01-01 00:02:00,0.4220385244084377,0.6622205142718705,0.29078975728811796,0,
2024-01-01 00:03:00,0.4461651838804287,0.47940198712930215,0.237978126788377,0,
2024-01-01 00:04:00,0.2281916548656498,0.698447749570987,0.3076641313259704,0,
2024-01-01 00:05:00,0.4180306996482024,0.7527435167654404,0.35225074592155975,0,
2024-01-01 00:06:00,0.3097995285853423,0.46850019333927156,0.2844932912255781,0,
2024-01-01 00:07:00,0.41598008234908396,0.2806998371585179,0.33067803105082805,0,
2024-01-01 00:08:00,0.29093678718388993,0.711492578544922,0.22745015779496047,0,
2024-01-01 00:09:00,0.2961076577441763,0.7334556080772854,0.2711484093541782,0,
2024-01-01 00:10:00,0.5550826310075649,0.39539456081200197,0.33778883537926135,0,
2024-01-01 00:11:00,0.2056292104923005,0.4525387186188158,0.28075222084452883,0,
2024-01-01 00:12:00,0.46621226644705155,0.6454106143096907,0.24478396346071013,0,
2024-01-01 00:13:00,0.4887894689774018,0.4953449192246701,0.33409739609171313,0,
2024-01-01 00:14:00,0.47126562684489537,0.950518090140178,0.33310268970395845,0,
2024-01-01 00:15:00,0.39872993200056994,0.7263302373261916,0.26648863419553176,0,
2024-01-01 00:16:00,0.5685936411650732,0.7318647135043234,0.3317712993356174,0,
2024-01-01 00:17:00,0.380083018470101,0.5120630618547354,0.27644987525100356,0,
2024-01-01 00:18:00,0.5804595531450571,0.5558081766132743,0.28361069070152595,0,
2024-01-01 00:19:00,0.43052377567212957,0.3475295711580533,0.3326979940963346,0,
2024-01-01 00:20:00,0.3847997406287166,0.5953202960932502,0.4180400336977209,0,
2024-01-01 00:21:00,0.3338175008777341,0.861174514870757,0.2294754939707158,0,
2024-01-01 00:22:00,0.4134493681891122,0.40342127866529837,0.38062859507882074,0,
2024-01-01 00:23:00,0.36168176890396797,0.966142636221482,0.34088552392466687,0,
2024-01-01 00:24:00,0.4280732036953835,0.45349558723124317,0.28682064811672253,0,
2024-01-01 00:25:00,0.4073339134510823,0.633381462398757,0.21743202561517533,0,
2024-01-01 00:26:00,0.3812315658031933,0.4166749643696752,0.35909773456168725,0,
2024-01-01 00:27:00,0.3292592215096796,0.42443888470705454,0.3468499606865702,0,
2024-01-01 00:28:00,0.452181630284514,0.6053246379191386,0.28549552567137493,0,
2024-01-01 00:29:00,0.3954547450058672,0.7927344522123385,0.19095152694771556,0,
2024-01-01 00:30:00,0.46366175909376206,0.7340836810575588,0.24867683240581134,0,
2024-01-01 00:31:00,0.5670729673008906,0.7846703371379401,0.2928418570649605,0,
2024-01-01 00:32:00,0.4184119058408862,0.7162415678300216,0.34827105526393887,0,
2024-01-01 00:33:00,0.586811373368802,0.6193011281823636,0.2711164560478021,0,
2024-01-01 00:34:00,0.48089561542995296,0.40955112008130684,0.3094716326262721,0,
2024-01-01 00:35:00,0.35244370395111385,0.5910998972497692,0.23006284432734803,0,
2024-01-01 00:36:00,0.3029729074482328,0.90312267711816,0.31317672322790724,0,
2024-01-01 00:37:00,0.3939953034124253,0.5921764344191252,0.34427114112101165,0,
2024-01-01 00:38:00,0.41502196683558734,0.4089078610136645,0.3347052244677955,0,
2024-01-01 00:39:00,0.658642877152199,0.42869089292411344,0.2853164865349715,0,
2024-01-01 00:40:00,0.3851791260898262,0.7271343440643198,0.27930447441113143,0,
2024-01-01 00:41:00,0.35119520858526293,0.7015879360915025,0.32160049952502445,0,
2024-01-01 00:42:00,0.4221448748677276,0.7198945641703125,0.3235659724453298,0,
2024-01-01 00:43:00,0.5964057029948304,0.5261611821427594,0.3488268380370499,0,
2024-01-01 00:44:00,0.36488426420423137,0.5626241782770243,0.25370177522489246,0,
2024-01-01 00:45:00,0.36863430954438287,0.7632294943536974,0.3125114945464628,0,
2024-01-01 00:46:00,0.28884083822586193,0.4471859452098483,0.24113932771287896,0,
2024-01-01 00:47:00,0.45306942945692685,0.8856935968902744,0.32028987059285785,0,
2024-01-01 00:48:00,0.4313110213485695,0.5923580721809388,0.23449467721227746,0,
2024-01-01 00:49:00,0.2715864458845688,0.5564012853082152,0.3334648114722808,0,
2024-01-01 00:50:00,0.3979347051619585,0.50987333228991,0.25977731405299254,0,
2024-01-01 00:51:00,0.5154627170037994,0.478765412394711,0.307066999155198,0,
2024-01-01 00:52:00,0.4208102189541048,0.7292181872961389,0.2773533963874078,0,
