timestamp,cpu_load,memory_usage,disk_io,network_latency,service_response_time,failure_indicator,failure_type,root_cause
2024-01-01 00:00:00,0.38284877846632714,0.5502509629453208,0.541747866354867,0.3502505789453908,0.44958191948170234,0,,normal_operation
2024-01-01 00:01:00,0.6662616387958231,0.4579150375711818,0.44374256430787845,0.5428305051490547,0.5156069319555906,0,,normal_operation
2024-01-01 00:02:00,0.49118344406279024,0.6839513191000696,0.7320238300755099,0.626799763824773,0.7305386871638277,0,,normal_operation
2024-01-01 00:03:00,0.5712401669647689,0.513134412695913,0.43763099886578044,0.5547345096468727,0.4568802773311915,0,,normal_operation
2024-01-01 00:04:00,0.5034807259892277,0.5010912798467616,0.7444138040252737,0.6808887020367185,0.6172044924542901,0,,normal_operation
2024-01-01 00:05:00,0.40871327449012446,0.45291274165297557,0.6241258253328342,0.6239324795177301,0.5570481571380812,0,,normal_operation
2024-01-01 00:06:00,0.5614528574592113,0.36695308580754316,0.37946198210404913,0.407318644830989,0.2624856109049176,0,,normal_operation
2024-01-01 00:07:00,0.4362813455409482,0.4433738886231597,0.49041073522459266,0.6036379500613095,0.5160930044333291,0,,normal_operation
2024-01-01 00:08:00,0.6803338038036596,0.5611835837206522,0.5983273742857736,0.46452994552036225,0.5011742301593205,0,,normal_operation
2024-01-01 00:09:00,0.5618723111287859,0.6405165494051749,0.5659428961900306,0.49794052437441905,0.356218289748596,0,,normal_operation
2024-01-01 00:10:00,0.5649603203002923,0.5149929447184622,0.5521830114614367,0.5791304047524126,0.478531556799524,0,,normal_operation
2024-01-01 00:11:00,0.5899306800496067,0.6227951583376408,0.3760096358448968,0.5374405965321087,0.6450683810020416,0,,normal_operation
2024-01-01 00:12:00,0.45453840382280664,0.32043335797586225,0.49638504350665275,0.462212141003906,0.5333233285990232,0,,normal_operation
2024-01-01 00:13:00,0.45882927621037345,0.4254877811593457,0.42821894752280726,0.5777474775016567,0.5999849071176797,0,,normal_operation
2024-01-01 00:14:00,0.5217045480401504,0.5667703796570759,0.4379533876261717,0.5417835569970351,0.3852923453315736,0,,normal_operation
2024-01-01 00:15:00,0.4334527920480493,0.6736162275958331,0.4761167538992927,0.6573062398565906,0.5941402646915519,0,,normal_operation
2024-01-01 00:16:00,0.5104996455007406,0.455177854552452,0.5096814971566631,0.6443245882787018,0.5599577885584132,0,,normal_operation
2024-01-01 00:17:00,0.6907125426899696,0.6432007944430504,0.5025691435820954,0.4312782283125338,0.45628369949320313,0,,normal_operation
2024-01-01 00:18:00,0.38465684746404694,0.559508700926594,0.45137130643622664,0.5598989638661444,0.43402777628082573,0,,normal_operation
2024-01-01 00:19:00,0.4468908422162445,0.4114883787996442,0.37603732035030335,0.6348686209740857,0.47765889802491457,0,,normal_operation
2024-01-01 00:20:00,0.45076719405977567,0.34371994616309787,0.5392611368529545,0.4598846170476377,0.44525016771044235,0,,normal_operation
2024-01-01 00:21:00,0.9186244024271464,0.911373362438061,0.39146256448370326,0.503967466873176,0.6207404565135894,1,server_crash,resource_exhaustion
2024-01-01 00:22:00,0.48399287372096744,0.5152855765643835,0.5710435053228518,0.5379306841474929,0.5751640465188883,0,,normal_operation
